"","geneID_nl_vs_h","normhits_score_nl_vs_h","decision_nl_vs_h"
"27864","FRMD3.1",0,"Rejected"
"27865","HEYL",0,"Rejected"
"27866","XLOC_006954",0,"Rejected"
"27867","X27867",0,"Rejected"
"27868","CHRM3.1",0,"Rejected"
"27869","SMCR7L.6",0,"Rejected"
"27870","TALDO1",0,"Rejected"
"27871","XLOC_012035",0,"Rejected"
"27872","X27872",0,"Rejected"
"27873","X27873",0,"Rejected"
"27874","CLIC4.2",0,"Rejected"
"27875","X27875",0,"Rejected"
"27876","GRIP2.1",0,"Rejected"
"27877","XLOC_000780",0,"Rejected"
"27878","FLJ35390.2",0,"Rejected"
"27879","SVOP.4",0,"Rejected"
"27880","E2F2",0,"Rejected"
"27881","IPP.1",0,"Rejected"
"27882","GSTM3.5",0,"Rejected"
"27883","GHRH",0,"Rejected"
"27884","CHD1L",0,"Rejected"
"27885","ADAMTSL3",0,"Rejected"
"27886","XLOC_011751",0,"Rejected"
"27887","TCF15",0,"Rejected"
"27888","FAM193A.4",0,"Rejected"
"27889","CWH43.3",0,"Rejected"
"27890","SLC35D1",0,"Rejected"
"27891","NNMT",0,"Rejected"
"27892","PLIN2.1",0,"Rejected"
"27893","DIDO1.3",0,"Rejected"
"27894","X27894",0,"Rejected"
"27895","XLOC_012984.1",0,"Rejected"
"27896","XLOC_001964.3",0,"Rejected"
"27897","CER1",0,"Rejected"
"27898","XLOC_001935",0,"Rejected"
"27899","RG9MTD3.1",0,"Rejected"
"27900","ICAM1.5",0,"Rejected"
"27901","PAK7",0,"Rejected"
"27902","XLOC_004066",0,"Rejected"
"27903","X27903",0,"Rejected"
"27904","OR10G9",0,"Rejected"
"27905","KCNS3.4",0,"Rejected"
"27906","PIP4K2C",0,"Rejected"
"27907","X27907",0,"Rejected"
"27908","XLOC_005976",0,"Rejected"
"27909","ATMIN",0,"Rejected"
"27910","PIWIL4",0,"Rejected"
"27911","XLOC_l2_013416",0,"Rejected"
"27912","RGMB",0,"Rejected"
"27913","MKI67IP",0,"Rejected"
"27914","TRIM55.7",0,"Rejected"
"27915","SNAR.E",0,"Rejected"
"27916","LOC553137.1",0,"Rejected"
"27917","TTL.2",0,"Rejected"
"27918","LOC100505782",0,"Rejected"
"27919","X27919",0,"Rejected"
"27920","MEGF8",0,"Rejected"
"27921","XLOC_014247",0,"Rejected"
"27922","YIF1A",0,"Rejected"
"27923","TTC13.4",0,"Rejected"
"27924","X27924",0,"Rejected"
"27925","BLOC1S2",0,"Rejected"
"27926","XLOC_l2_007967",0,"Rejected"
"27927","X27927",0,"Rejected"
"27928","XLOC_l2_007785",0,"Rejected"
"27929","XLOC_007429",0,"Rejected"
"27930","CYP24A1.1",0,"Rejected"
"27931","MIF.4",0,"Rejected"
"27932","LOC387895.1",0,"Rejected"
"27933","KCNK6",0,"Rejected"
"27934","DPP7",0,"Rejected"
"27935","XLOC_005659",0,"Rejected"
"27936","XLOC_012200",0,"Rejected"
"27937","KCTD3.1",0,"Rejected"
"27938","XLOC_011926",0,"Rejected"
"27939","TOP2B.6",0,"Rejected"
"27940","CD2BP2",0,"Rejected"
"27941","SIX3",0,"Rejected"
"27942","XLOC_005729.1",0,"Rejected"
"27943","ZBTB4.7",0,"Rejected"
"27944","B3GNT7.1",0,"Rejected"
"27945","AVEN.2",0,"Rejected"
"27946","X27946",0,"Rejected"
"27947","XLOC_000669",0,"Rejected"
"27948","Q89B38",0,"Rejected"
"27949","X27949",0,"Rejected"
"27950","AGTR2.1",0,"Rejected"
"27951","DDR1",0,"Rejected"
"27952","KIR2DL2",0,"Rejected"
"27953","SERPINE1.4",0,"Rejected"
"27954","ZMYND11",0,"Rejected"
"27955","XLOC_l2_009467",0,"Rejected"
"27956","FLT4",0,"Rejected"
"27957","SERP2",0,"Rejected"
"27958","MCOLN3.2",0,"Rejected"
"27959","LOC440993.1",0,"Rejected"
"27960","REG1P.2",0,"Rejected"
"27961","GLDC.6",0,"Rejected"
"27962","HMGN2",0,"Rejected"
"27963","PSAPL1.1",0,"Rejected"
"27964","LOC100505960",0,"Rejected"
"27965","XLOC_009927.1",0,"Rejected"
"27966","LINC00474.7",0,"Rejected"
"27967","CLDN10",0,"Rejected"
"27968","EIF2B5.6",0,"Rejected"
"27969","XLOC_002384",0,"Rejected"
"27970","IGSF5",0,"Rejected"
"27971","XLOC_007000",0,"Rejected"
"27972","X27972",0,"Rejected"
"27973","LOC100505518",0,"Rejected"
"27974","X27974",0,"Rejected"
"27975","CXXC4.4",0,"Rejected"
"27976","RAB19.1",0,"Rejected"
"27977","LOC388882.1",0,"Rejected"
"27978","X27978",0,"Rejected"
"27979","TIGD2",0,"Rejected"
"27980","SNORD95",0,"Rejected"
"27981","FLJ23867",0,"Rejected"
"27982","XLOC_000201",0,"Rejected"
"27983","MAGOHB.1",0,"Rejected"
"27984","ZDHHC8P1",0,"Rejected"
"27985","XLOC_004850",0,"Rejected"
"27986","INO80",0,"Rejected"
"27987","X27987",0,"Rejected"
"27988","DAO",0,"Rejected"
"27989","GVINP1.1",0,"Rejected"
"27990","POP5",0,"Rejected"
"27991","MST4",0,"Rejected"
"27992","X27992",0,"Rejected"
"27993","IGF2BP2",0,"Rejected"
"27994","XLOC_008439",0,"Rejected"
"27995","X27995",0,"Rejected"
"27996","XLOC_009073",0,"Rejected"
"27997","C4orf3.1",0,"Rejected"
"27998","XLOC_009452",0,"Rejected"
"27999","SIRT5",0,"Rejected"
"28000","KPNB1",0,"Rejected"
"28001","GRB10.3",0,"Rejected"
"28002","GREB1",0,"Rejected"
"28003","XLOC_006850.1",0,"Rejected"
"28004","XLOC_l2_000631",0,"Rejected"
"28005","NXN.1",0,"Rejected"
"28006","LOC100507433",0,"Rejected"
"28007","X28007",0,"Rejected"
"28008","C15orf54",0,"Rejected"
"28009","MED8",0,"Rejected"
"28010","YPEL5.3",0,"Rejected"
"28011","XLOC_004268.1",0,"Rejected"
"28012","CHM",0,"Rejected"
"28013","PTPN6.4",0,"Rejected"
"28014","TRIM36.6",0,"Rejected"
"28015","TTC9C",0,"Rejected"
"28016","X28016",0,"Rejected"
"28017","XLOC_000587",0,"Rejected"
"28018","XLOC_002989",0,"Rejected"
"28019","XLOC_011383",0,"Rejected"
"28020","XLOC_l2_011302.1",0,"Rejected"
"28021","X28021",0,"Rejected"
"28022","HSPB11",0,"Rejected"
"28023","KIAA1737",0,"Rejected"
"28024","GHRL.3",0,"Rejected"
"28025","XLOC_010557",0,"Rejected"
"28026","CENPH.3",0,"Rejected"
"28027","KCNV1",0,"Rejected"
"28028","XLOC_008198",0,"Rejected"
"28029","UFC1.4",0,"Rejected"
"28030","XLOC_002470",0,"Rejected"
"28031","XLOC_013480.1",0,"Rejected"
"28032","XLOC_004345",0,"Rejected"
"28033","ASF1B",0,"Rejected"
"28034","LNPEP",0,"Rejected"
"28035","XLOC_l2_014694.2",0,"Rejected"
"28036","FKBP9.2",0,"Rejected"
"28037","XLOC_014118",0,"Rejected"
"28038","CHP.3",0,"Rejected"
"28039","FBXO2",0,"Rejected"
"28040","MYADM",0,"Rejected"
"28041","FBXO8",0,"Rejected"
"28042","X28042",0,"Rejected"
"28043","CNRIP1.2",0,"Rejected"
"28044","XLOC_002935",0,"Rejected"
"28045","LOC100507201",0,"Rejected"
"28046","RAB3B",0,"Rejected"
"28047","X28047",0,"Rejected"
"28048","LOC152742.1",0,"Rejected"
"28049","X28049",0,"Rejected"
"28050","ADM2",0,"Rejected"
"28051","IDO1.4",0,"Rejected"
"28052","OGT",0,"Rejected"
"28053","EPHA6",0,"Rejected"
"28054","X28054",0,"Rejected"
"28055","QTRTD1",0,"Rejected"
"28056","CNPY3",0,"Rejected"
"28057","PTPRU.1",0,"Rejected"
"28058","X28058",0,"Rejected"
"28059","TRDMT1.5",0,"Rejected"
"28060","PTCHD3",0,"Rejected"
"28061","OGFOD2.1",0,"Rejected"
"28062","EFCAB4A",0,"Rejected"
"28063","ZNF90.1",0,"Rejected"
"28064","XLOC_001327.1",0,"Rejected"
"28065","CLEC2A",0,"Rejected"
"28066","NXF5.1",0,"Rejected"
"28067","GPR39",0,"Rejected"
"28068","FASN",0,"Rejected"
"28069","ESRP2.2",0,"Rejected"
"28070","LARGE",0,"Rejected"
"28071","MAPT.1",0,"Rejected"
"28072","XLOC_006901",0,"Rejected"
"28073","SDHA",0,"Rejected"
"28074","XLOC_008033",0,"Rejected"
"28075","BID",0,"Rejected"
"28076","X28076",0,"Rejected"
"28077","HAS2.5",0,"Rejected"
"28078","EIF4G3.1",0,"Rejected"
"28079","KHK",0,"Rejected"
"28080","LOC100506451",0,"Rejected"
"28081","MARK2.1",0,"Rejected"
"28082","XLOC_009608.1",0,"Rejected"
"28083","ZNF32",0,"Rejected"
"28084","GRB10.4",0,"Rejected"
"28085","ZFAND5.1",0,"Rejected"
"28086","XLOC_001504.5",0,"Rejected"
"28087","XLOC_005047",0,"Rejected"
"28088","TBC1D3P5.1",0,"Rejected"
"28089","C1orf129",0,"Rejected"
"28090","RN7SK",0,"Rejected"
"28091","LOC100652903",0,"Rejected"
"28092","RNF222",0,"Rejected"
"28093","UNC5B",0,"Rejected"
"28094","LINC00094",0,"Rejected"
"28095","XLOC_l2_013730.2",0,"Rejected"
"28096","XLOC_009021",0,"Rejected"
"28097","HIST1H1A",0,"Rejected"
"28098","IMP4",0,"Rejected"
"28099","NIPBL",0,"Rejected"
"28100","CDCP1.4",0,"Rejected"
"28101","LOC100507398",0,"Rejected"
"28102","BAZ2B.6",0,"Rejected"
"28103","XLOC_007700",0,"Rejected"
"28104","XLOC_009355",0,"Rejected"
"28105","XLOC_005642",0,"Rejected"
"28106","XLOC_l2_010650",0,"Rejected"
"28107","LRP3.1",0,"Rejected"
"28108","TMEM50B",0,"Rejected"
"28109","X28109",0,"Rejected"
"28110","XLOC_l2_008043",0,"Rejected"
"28111","ITPRIPL2",0,"Rejected"
"28112","X28112",0,"Rejected"
"28113","FAM18B1",0,"Rejected"
"28114","X28114",0,"Rejected"
"28115","HIF1A.4",0,"Rejected"
"28116","KMO",0,"Rejected"
"28117","UBE2N.3",0,"Rejected"
"28118","LOC100506240",0,"Rejected"
"28119","LOC727677.1",0,"Rejected"
"28120","X28120",0,"Rejected"
"28121","XLOC_002137",0,"Rejected"
"28122","CD24",0,"Rejected"
"28123","XLOC_006122",0,"Rejected"
"28124","MIAT.9",0,"Rejected"
"28125","XLOC_l2_010267",0,"Rejected"
"28126","VPS37A.1",0,"Rejected"
"28127","X28127",0,"Rejected"
"28128","X28128",0,"Rejected"
"28129","MIPEP.2",0,"Rejected"
"28130","PLEKHH2.2",0,"Rejected"
"28131","C17orf82",0,"Rejected"
"28132","X28132",0,"Rejected"
"28133","TRUB2",0,"Rejected"
"28134","ANKRD11",0,"Rejected"
"28135","ABCB8",0,"Rejected"
"28136","HRASLS2.2",0,"Rejected"
"28137","XLOC_012893.1",0,"Rejected"
"28138","MOCOS.4",0,"Rejected"
"28139","CST9",0,"Rejected"
"28140","XLOC_007301",0,"Rejected"
"28141","FBRS.1",0,"Rejected"
"28142","ZNF561",0,"Rejected"
"28143","PLCG1.3",0,"Rejected"
"28144","XLOC_l2_010511.3",0,"Rejected"
"28145","XLOC_l2_008133",0,"Rejected"
"28146","MORN1.2",0,"Rejected"
"28147","C2orf29.3",0,"Rejected"
"28148","SCLY.1",0,"Rejected"
"28149","MECR",0,"Rejected"
"28150","XLOC_l2_010855.3",0,"Rejected"
"28151","KLHDC10",0,"Rejected"
"28152","ZBTB8A",0,"Rejected"
"28153","FAM126B",0,"Rejected"
"28154","X28154",0,"Rejected"
"28155","XLOC_005263.2",0,"Rejected"
"28156","LOC100129781.1",0,"Rejected"
"28157","XLOC_005523.1",0,"Rejected"
"28158","NOX1.1",0,"Rejected"
"28159","SPTBN5",0,"Rejected"
"28160","ZNF323",0,"Rejected"
"28161","OR6A2",0,"Rejected"
"28162","X28162",0,"Rejected"
"28163","HBP1",0,"Rejected"
"28164","FEM1A",0,"Rejected"
"28165","XLOC_002967",0,"Rejected"
"28166","OSMR",0,"Rejected"
"28167","FSHR.3",0,"Rejected"
"28168","NUDT22",0,"Rejected"
"28169","X28169",0,"Rejected"
"28170","LOC100505944",0,"Rejected"
"28171","FGFR3",0,"Rejected"
"28172","X28172",0,"Rejected"
"28173","XLOC_l2_008343.2",0,"Rejected"
"28174","XLOC_000508.1",0,"Rejected"
"28175","LOC404266.1",0,"Rejected"
"28176","PCDHB17",0,"Rejected"
"28177","X28177",0,"Rejected"
"28178","XLOC_006730.2",0,"Rejected"
"28179","LOC100507284",0,"Rejected"
"28180","X28180",0,"Rejected"
"28181","STXBP5L.1",0,"Rejected"
"28182","X28182",0,"Rejected"
"28183","XLOC_008907",0,"Rejected"
"28184","LOC100506173",0,"Rejected"
"28185","SNORD20",0,"Rejected"
"28186","BMS1P1.1",0,"Rejected"
"28187","WNK3",0,"Rejected"
"28188","XLOC_000266",0,"Rejected"
"28189","DCUN1D5",0,"Rejected"
"28190","PLEKHG6",0,"Rejected"
"28191","X28191",0,"Rejected"
"28192","HTR2C",0,"Rejected"
"28193","XLOC_010397",0,"Rejected"
"28194","SLC13A3",0,"Rejected"
"28195","LOC641746",0,"Rejected"
"28196","XLOC_002301.1",0,"Rejected"
"28197","XLOC_005530",0,"Rejected"
"28198","MRAS",0,"Rejected"
"28199","X28199",0,"Rejected"
"28200","A2M.3",0,"Rejected"
"28201","HIST1H1D",0,"Rejected"
"28202","LOC100509247",0,"Rejected"
"28203","TDRG1.1",0,"Rejected"
"28204","XLOC_l2_001066",0,"Rejected"
"28205","RBM39.4",0,"Rejected"
"28206","COL15A1.3",0,"Rejected"
"28207","XLOC_l2_014001",0,"Rejected"
"28208","THAP6",0,"Rejected"
"28209","PTGS2.2",0,"Rejected"
"28210","X28210",0,"Rejected"
"28211","C4orf51",0,"Rejected"
"28212","X28212",0,"Rejected"
"28213","CDKN2AIPNL",0,"Rejected"
"28214","ZNF598.4",0,"Rejected"
"28215","XLOC_013688",0,"Rejected"
"28216","SLC12A7.1",0,"Rejected"
"28217","C3orf65",0,"Rejected"
"28218","TMEM38A.3",0,"Rejected"
"28219","PABPN1",0,"Rejected"
"28220","DUSP15",0,"Rejected"
"28221","CDK1.5",0,"Rejected"
"28222","XLOC_009764",0,"Rejected"
"28223","X28223",0,"Rejected"
"28224","IL1B.3",0,"Rejected"
"28225","WDSUB1.5",0,"Rejected"
"28226","UNKL.5",0,"Rejected"
"28227","PPIA.6",0,"Rejected"
"28228","XLOC_012810.1",0,"Rejected"
"28229","SLC39A10.3",0,"Rejected"
"28230","X28230",0,"Rejected"
"28231","TARP",0,"Rejected"
"28232","XLOC_l2_010270",0,"Rejected"
"28233","ACADS",0,"Rejected"
"28234","TRPV4",0,"Rejected"
"28235","X28235",0,"Rejected"
"28236","SCAF4",0,"Rejected"
"28237","LOC731275.2",0,"Rejected"
"28238","BLNK",0,"Rejected"
"28239","X28239",0,"Rejected"
"28240","SMG1.4",0,"Rejected"
"28241","XLOC_012583",0,"Rejected"
"28242","XLOC_003916",0,"Rejected"
"28243","X28243",0,"Rejected"
"28244","PDZK1IP1",0,"Rejected"
"28245","MAP2K5",0,"Rejected"
"28246","SMOX.7",0,"Rejected"
"28247","GPX3",0,"Rejected"
"28248","LOC100130547",0,"Rejected"
"28249","PVRL3",0,"Rejected"
"28250","X28250",0,"Rejected"
"28251","GAL3ST1.5",0,"Rejected"
"28252","LOC100508384",0,"Rejected"
"28253","IPW.4",0,"Rejected"
"28254","VPS13D",0,"Rejected"
"28255","X28255",0,"Rejected"
"28256","GPR64",0,"Rejected"
"28257","AGTPBP1.1",0,"Rejected"
"28258","KIAA1683.1",0,"Rejected"
"28259","PYY",0,"Rejected"
"28260","XLOC_l2_001549.2",0,"Rejected"
"28261","ZFP36L2.6",0,"Rejected"
"28262","X28262",0,"Rejected"
"28263","MAGEB10",0,"Rejected"
"28264","X28264",0,"Rejected"
"28265","XLOC_013549",0,"Rejected"
"28266","X28266",0,"Rejected"
"28267","X28267",0,"Rejected"
"28268","NKX2.4",0,"Rejected"
"28269","LRRFIP1.2",0,"Rejected"
"28270","X28270",0,"Rejected"
"28271","TMEM203",0,"Rejected"
"28272","LOC441956",0,"Rejected"
"28273","X28273",0,"Rejected"
"28274","MAP7.1",0,"Rejected"
"28275","SNORD98",0,"Rejected"
"28276","XLOC_l2_007478.1",0,"Rejected"
"28277","FLJ37201",0,"Rejected"
"28278","MYL12B.1",0,"Rejected"
"28279","ORC6.4",0,"Rejected"
"28280","REG1P.3",0,"Rejected"
"28281","X28281",0,"Rejected"
"28282","APOBEC3C.3",0,"Rejected"
"28283","XLOC_004472",0,"Rejected"
"28284","HIST1H4L.1",0,"Rejected"
"28285","LINC00319",0,"Rejected"
"28286","X28286",0,"Rejected"
"28287","SUMO2.1",0,"Rejected"
"28288","X28288",0,"Rejected"
"28289","XLOC_010732",0,"Rejected"
"28290","CDADC1.1",0,"Rejected"
"28291","KRT14.1",0,"Rejected"
"28292","C1orf227",0,"Rejected"
"28293","RPL35A",0,"Rejected"
"28294","XLOC_l2_013052",0,"Rejected"
"28295","XLOC_008762",0,"Rejected"
"28296","GCC2",0,"Rejected"
"28297","PCGF5.1",0,"Rejected"
"28298","TMEM165",0,"Rejected"
"28299","KLF7",0,"Rejected"
"28300","CRYBB3",0,"Rejected"
"28301","SLC35G3",0,"Rejected"
"28302","XLOC_004242",0,"Rejected"
"28303","KIAA0101.3",0,"Rejected"
"28304","RNPS1",0,"Rejected"
"28305","RAP1GAP2",0,"Rejected"
"28306","MTR.1",0,"Rejected"
"28307","XLOC_001362",0,"Rejected"
"28308","XLOC_l2_000339",0,"Rejected"
"28309","LOC100132207",0,"Rejected"
"28310","HIST1H3J",0,"Rejected"
"28311","XLOC_001407",0,"Rejected"
"28312","XLOC_l2_010118",0,"Rejected"
"28313","NFE4",0,"Rejected"
"28314","XLOC_013684.1",0,"Rejected"
"28315","CASC5.3",0,"Rejected"
"28316","POU6F2",0,"Rejected"
"28317","KIAA1467",0,"Rejected"
"28318","TBCCD1.5",0,"Rejected"
"28319","C19orf77",0,"Rejected"
"28320","XLOC_001958.6",0,"Rejected"
"28321","ZFP62",0,"Rejected"
"28322","PLA2G6",0,"Rejected"
"28323","XLOC_l2_013029",0,"Rejected"
"28324","XLOC_004504",0,"Rejected"
"28325","PEX11G",0,"Rejected"
"28326","HOTAIR.5",0,"Rejected"
"28327","CCDC149",0,"Rejected"
"28328","PHOX2B",0,"Rejected"
"28329","XLOC_005571.1",0,"Rejected"
"28330","AMN1",0,"Rejected"
"28331","CCT7.3",0,"Rejected"
"28332","XLOC_010210",0,"Rejected"
"28333","X28333",0,"Rejected"
"28334","HS3ST5",0,"Rejected"
"28335","OR7E91P",0,"Rejected"
"28336","XLOC_014112",0,"Rejected"
"28337","PROP1",0,"Rejected"
"28338","TRANK1.3",0,"Rejected"
"28339","XLOC_l2_015893",0,"Rejected"
"28340","IFFO2",0,"Rejected"
"28341","LRRC48",0,"Rejected"
"28342","INSL3",0,"Rejected"
"28343","C17orf51.8",0,"Rejected"
"28344","XLOC_004726",0,"Rejected"
"28345","LOC100507203",0,"Rejected"
"28346","DNLZ",0,"Rejected"
"28347","PKP3",0,"Rejected"
"28348","XLOC_l2_013193",0,"Rejected"
"28349","LOC100507206",0,"Rejected"
"28350","MFF",0,"Rejected"
"28351","LOC145783",0,"Rejected"
"28352","SLC35A2.1",0,"Rejected"
"28353","CCDC63",0,"Rejected"
"28354","X28354",0,"Rejected"
"28355","CD93",0,"Rejected"
"28356","DNMT3A.1",0,"Rejected"
"28357","X28357",0,"Rejected"
"28358","TMEM178",0,"Rejected"
"28359","CARD11",0,"Rejected"
"28360","XLOC_l2_013480",0,"Rejected"
"28361","MEGF11",0,"Rejected"
"28362","XLOC_l2_000339.1",0,"Rejected"
"28363","ZSCAN23",0,"Rejected"
"28364","XLOC_002769",0,"Rejected"
"28365","TOMM20.1",0,"Rejected"
"28366","FAM182B.1",0,"Rejected"
"28367","C6orf146",0,"Rejected"
"28368","CNNM4.2",0,"Rejected"
"28369","U2AF1L4",0,"Rejected"
"28370","TMEM59.3",0,"Rejected"
"28371","PPME1.1",0,"Rejected"
"28372","PVT1.5",0,"Rejected"
"28373","RNF170.1",0,"Rejected"
"28374","ANKRD58",0,"Rejected"
"28375","FAM84B",0,"Rejected"
"28376","XLOC_006878",0,"Rejected"
"28377","MAGEE1.3",0,"Rejected"
"28378","XLOC_011618.1",0,"Rejected"
"28379","GPR155",0,"Rejected"
"28380","RGS19",0,"Rejected"
"28381","XLOC_011973",0,"Rejected"
"28382","LOC100506990.3",0,"Rejected"
"28383","REPS2",0,"Rejected"
"28384","EBF4",0,"Rejected"
"28385","FUCA1.7",0,"Rejected"
"28386","LOC100506941",0,"Rejected"
"28387","XLOC_000681",0,"Rejected"
"28388","TNRC6B",0,"Rejected"
"28389","MAGEA6.3",0,"Rejected"
"28390","NUP35.6",0,"Rejected"
"28391","X28391",0,"Rejected"
"28392","C16orf86.1",0,"Rejected"
"28393","CDC27.1",0,"Rejected"
"28394","PAOX",0,"Rejected"
"28395","X28395",0,"Rejected"
"28396","TWIST1.1",0,"Rejected"
"28397","WNT3A",0,"Rejected"
"28398","ME3.6",0,"Rejected"
"28399","XLOC_l2_005393",0,"Rejected"
"28400","PKD1.2",0,"Rejected"
"28401","LOC100506934",0,"Rejected"
"28402","PDE4DIP.5",0,"Rejected"
"28403","MUC7",0,"Rejected"
"28404","X28404",0,"Rejected"
"28405","TRDMT1.6",0,"Rejected"
"28406","X28406",0,"Rejected"
"28407","NKRF.6",0,"Rejected"
"28408","PEX10",0,"Rejected"
"28409","VNN2.5",0,"Rejected"
"28410","TSLP",0,"Rejected"
"28411","NPAS2",0,"Rejected"
"28412","SMARCAL1",0,"Rejected"
"28413","SNORA38",0,"Rejected"
"28414","X28414",0,"Rejected"
"28415","GS52",0,"Rejected"
"28416","X28416",0,"Rejected"
"28417","UPK3B",0,"Rejected"
"28418","AVEN.3",0,"Rejected"
"28419","COL4A6",0,"Rejected"
"28420","C16orf71",0,"Rejected"
"28421","GNS",0,"Rejected"
"28422","KLF8.1",0,"Rejected"
"28423","XLOC_002890",0,"Rejected"
"28424","LOC100507599",0,"Rejected"
"28425","LRFN4",0,"Rejected"
"28426","SNORA39",0,"Rejected"
"28427","LOC285095.1",0,"Rejected"
"28428","X28428",0,"Rejected"
"28429","XLOC_l2_010382",0,"Rejected"
"28430","X28430",0,"Rejected"
"28431","XLOC_008577",0,"Rejected"
"28432","PDHA1.1",0,"Rejected"
"28433","XLOC_006350",0,"Rejected"
"28434","X28434",0,"Rejected"
"28435","SCEL",0,"Rejected"
"28436","CASC5.4",0,"Rejected"
"28437","C20orf112.2",0,"Rejected"
"28438","X28438",0,"Rejected"
"28439","NCALD",0,"Rejected"
"28440","PDE6D.3",0,"Rejected"
"28441","X28441",0,"Rejected"
"28442","TCTEX1D1",0,"Rejected"
"28443","TMEM53.1",0,"Rejected"
"28444","X28444",0,"Rejected"
"28445","CD81.1",0,"Rejected"
"28446","KIAA1430",0,"Rejected"
"28447","NRIP2",0,"Rejected"
"28448","MKI67IP.1",0,"Rejected"
"28449","CYP4F2",0,"Rejected"
"28450","FAM83A",0,"Rejected"
"28451","C1orf21.5",0,"Rejected"
"28452","X28452",0,"Rejected"
"28453","FAM74A1.1",0,"Rejected"
"28454","OR10G9.1",0,"Rejected"
"28455","PTF1A",0,"Rejected"
"28456","LOC100506284",0,"Rejected"
"28457","MTPN",0,"Rejected"
"28458","CHST12",0,"Rejected"
"28459","MIER3.1",0,"Rejected"
"28460","EZH2",0,"Rejected"
"28461","XLOC_010477",0,"Rejected"
"28462","GPKOW.3",0,"Rejected"
"28463","XLOC_012592",0,"Rejected"
"28464","PIEZO2.1",0,"Rejected"
"28465","TRAPPC3",0,"Rejected"
"28466","HHLA3",0,"Rejected"
"28467","CRNDE.1",0,"Rejected"
"28468","MAFG.1",0,"Rejected"
"28469","XLOC_001640",0,"Rejected"
"28470","SNORD77",0,"Rejected"
"28471","CROCCP2",0,"Rejected"
"28472","ZNF146.4",0,"Rejected"
"28473","XLOC_009868",0,"Rejected"
"28474","X28474",0,"Rejected"
"28475","SLC8A1.2",0,"Rejected"
"28476","BEX1",0,"Rejected"
"28477","X28477",0,"Rejected"
"28478","CYCSP52",0,"Rejected"
"28479","LOC643733.1",0,"Rejected"
"28480","TEX13A",0,"Rejected"
"28481","ALOX12P2.1",0,"Rejected"
"28482","BMP2K.1",0,"Rejected"
"28483","XLOC_002900.3",0,"Rejected"
"28484","SH3YL1.1",0,"Rejected"
"28485","X28485",0,"Rejected"
"28486","C7orf60",0,"Rejected"
"28487","ITGB1BP1.2",0,"Rejected"
"28488","X28488",0,"Rejected"
"28489","HCFC2.1",0,"Rejected"
"28490","GRIK2.3",0,"Rejected"
"28491","SCN7A.5",0,"Rejected"
"28492","X28492",0,"Rejected"
"28493","X28493",0,"Rejected"
"28494","CENPH.4",0,"Rejected"
"28495","DHX35",0,"Rejected"
"28496","TRIM55.8",0,"Rejected"
"28497","X28497",0,"Rejected"
"28498","X28498",0,"Rejected"
"28499","TM7SF3",0,"Rejected"
"28500","LRRC23",0,"Rejected"
"28501","P4HTM.4",0,"Rejected"
"28502","LOC339894.5",0,"Rejected"
"28503","X28503",0,"Rejected"
"28504","CHAF1B.6",0,"Rejected"
"28505","LOC283482",0,"Rejected"
"28506","Q6NT14.2",0,"Rejected"
"28507","CS",0,"Rejected"
"28508","X28508",0,"Rejected"
"28509","TMEM222",0,"Rejected"
"28510","X28510",0,"Rejected"
"28511","XLOC_003738.1",0,"Rejected"
"28512","XLOC_013872",0,"Rejected"
"28513","CASC5.5",0,"Rejected"
"28514","LCN9",0,"Rejected"
"28515","C12orf43",0,"Rejected"
"28516","XLOC_011670",0,"Rejected"
"28517","XLOC_004424",0,"Rejected"
"28518","KLK11.3",0,"Rejected"
"28519","C1orf94",0,"Rejected"
"28520","X28520",0,"Rejected"
"28521","Q6NT14.3",0,"Rejected"
"28522","X28522",0,"Rejected"
"28523","EBNA1BP2.6",0,"Rejected"
"28524","ZC3H11A",0,"Rejected"
"28525","FGD4.1",0,"Rejected"
"28526","TMPRSS9",0,"Rejected"
"28527","X28527",0,"Rejected"
"28528","EVC",0,"Rejected"
"28529","XLOC_009787",0,"Rejected"
"28530","FUBP1",0,"Rejected"
"28531","SYK.4",0,"Rejected"
"28532","XLOC_l2_003293.3",0,"Rejected"
"28533","LOC100128751",0,"Rejected"
"28534","TMEM185B.6",0,"Rejected"
"28535","SMOX.8",0,"Rejected"
"28536","XLOC_004266.1",0,"Rejected"
"28537","XLOC_008556.2",0,"Rejected"
"28538","MYO1E",0,"Rejected"
"28539","HNRNPH3.3",0,"Rejected"
"28540","X28540",0,"Rejected"
"28541","SERPINB7",0,"Rejected"
"28542","X28542",0,"Rejected"
"28543","CYP19A1.1",0,"Rejected"
"28544","X28544",0,"Rejected"
"28545","X28545",0,"Rejected"
"28546","ARPC5L",0,"Rejected"
"28547","GABARAPL1",0,"Rejected"
"28548","XLOC_007486",0,"Rejected"
"28549","LOC284551.1",0,"Rejected"
"28550","HOMER3",0,"Rejected"
"28551","X28551",0,"Rejected"
"28552","SNORD50B",0,"Rejected"
"28553","RPL23AP53",0,"Rejected"
"28554","LINC00467.5",0,"Rejected"
"28555","MRPS35",0,"Rejected"
"28556","X28556",0,"Rejected"
"28557","IL4R.1",0,"Rejected"
"28558","EML2",0,"Rejected"
"28559","TMEM59L",0,"Rejected"
"28560","XLOC_010360",0,"Rejected"
"28561","X28561",0,"Rejected"
"28562","HDDC2.5",0,"Rejected"
